Class Name	Parent Class	YAML Class Name	Description	Flags	Slot Name	YAML Slot Name	Range	Card	Slot Description	URI
SubstitutedRegimeTerms		SubstitutedRegimeTerms	Specifies the applicability of the Substituted Regime as denoted in the Substituted Regime Table as part of certain legal agreements, such as such as the ISDA 2016 and 2018 CSA for Initial Margin.							
					party	SubstitutedRegimeTerms_party	CounterpartyRoleEnum	1..1	The party for which the regime terms are being specified when acting as collateral taker.	common_domain_model:party
					isApplicable	SubstitutedRegimeTerms_isApplicable	Bool	1..1	The specification of whether the regime is elected as applicable to the party when acting as collateral taker.	common_domain_model:isApplicable
Substitution		Substitution	A class to specify the conditions under which the Security Provider can substitute posted collateral. The details required for 'Legacy' agreements are substantially different to those required for newer agreements; where the agreement is a 1994 or 1995 CSA, or 1995 CSD, the legacyConsent attribute needs to be used which contains additional values beyond a simple true/false value.							
					partyElection	Substitution_partyElection	SubstitutionPartyElection	1..*	Party specific elections for substitution of posted collateral.	common_domain_model:partyElection
SubstitutionPartyElection		SubstitutionPartyElection	Party specific elections for substitution of posted collateral.							
					party	SubstitutionPartyElection_party	CounterpartyRoleEnum	1..1	The party that is acting as the Pledgor/Obligor/Chargor/Security Provider.	common_domain_model:party
					needsConsent		Bool	1..1	The election as to whether the Pledgor/Obligor/Chargor/Security Provider must obtain the Secured Partys consent for any collateral substitution.	common_domain_model:needsConsent
					substitutionDateLanguage		str	0..1	Substitution Date has the meaning specified in Paragraph4(d)(ii), unless otherwise specified.	common_domain_model:substitutionDateLanguage
					specificConsentLanguage		str	0..1	Specific consent language might be specified by the parties.	common_domain_model:specificConsentLanguage
					legacyConsent		LegacyConsentEnum	0..1	The process for substituting/exchanging one form of collateral held by a party for a different form of collateral, used with legacy agreements.	common_domain_model:legacyConsent
SubstitutionProvisions		SubstitutionProvisions	Defines collateral substitution provisions such as how many and with how much notice are substitutions allowed.							
					numberOfSubstitutionsAllowed		int	0..1	Specifies if 1 or more substitutions are allowed.	common_domain_model:numberOfSubstitutionsAllowed
					noticeDeadlinePeriod		Period	0..1	Defines the min period for notify of a substitution.	common_domain_model:noticeDeadlinePeriod
					noticeDeadlineDateTime		XSDDateTime	0..1	A specific date and time for the notice deadline	common_domain_model:noticeDeadlineDateTime
SwapCurveValuation		SwapCurveValuation	A class to specify a valuation swap curve, which is used as part of the strike construct for the bond and convertible bond options.							
					floatingRateIndex		FloatingRateIndexEnum	1..1	The reference index that is used to specify the floating interest rate.	common_domain_model:floatingRateIndex
					indexTenor	SwapCurveValuation_indexTenor	Period	0..1	The ISDA Designated Maturity, i.e. the tenor of the floating rate.	common_domain_model:indexTenor
					spread		Decimal	1..1	Spread in basis points over the floating rate index.	common_domain_model:spread
					side		QuotationSideEnum	0..1	The side (bid/mid/ask) of the measure.	common_domain_model:side
Swp		Swp								
					swpIn		SwpIn	1..1		common_domain_model:swpIn
					swpOut		SwpOut	1..1		common_domain_model:swpOut
SwpIn		SwpIn								
					sngl		Sngl	1..1		common_domain_model:sngl
SwpOut		SwpOut								
					sngl		Sngl	1..1		common_domain_model:sngl
Taxonomy		Taxonomy	Defines the taxonomy of an object by combining a taxonomy source (i.e. the rules to classify the object) and a value (i.e. the output of those rules on the object).							
					source	Taxonomy_source	TaxonomySourceEnum	1..1	The source of the taxonomy that defines the rules for classifying the object. The taxonomy source is taken from a enumerated list of taxonomy names. Optional as the taxonomy source may not be provided.	common_domain_model:source
					value	Taxonomy_value	TaxonomyValue	0..1	The value according to that taxonomy. Optional as it may not be possible to classify the object in that taxonomy.	common_domain_model:value
TaxonomyClassification		TaxonomyClassification								
					className		str	0..1	The name defined by the classification system for a specific attribute in the taxonomy	common_domain_model:className
					value	TaxonomyClassification_value	str	1..1	The value set by the taxonomy that is specific to the className attribute.	common_domain_model:value
					description	TaxonomyClassification_description	str	0..1	A description of the class.	common_domain_model:description
					ordinal		int	0..1	In the case of multi-layered hierarchical classification systems such as commodity classification, the layer the value and className occupy in the classification hierarchy, where 1 represents the top-layer.	common_domain_model:ordinal
TaxonomyValue		TaxonomyValue	Defines a taxonomy value as either a simple string or a more granular expression with class names and values for each class.							
					name		str	0..1	Specifies the taxonomy value as a simple string, which may be associated to an external scheme.	common_domain_model:name
					classification		TaxonomyClassification	0..*	Specifies the taxonomy value as a set of class names and values for each class.	common_domain_model:classification
TelephoneNumber		TelephoneNumber	A class to specify a telephone number as a type of phone number (e.g. work, personal, ...) alongside with the actual number.							
					telephoneNumberType		TelephoneTypeEnum	0..1	The type of telephone number, e.g. work, mobile.	common_domain_model:telephoneNumberType
					number	TelephoneNumber_number	str	1..1	The actual telephone number.	common_domain_model:number
